dataset_name	summary_level	metric	value_col	mean	ci_low	ci_high	ci_half_width	ci_method	ci_status	ci_level	n_bootstrap_iterations	n_bootstrap_valid	n_rows	n_finite_rows	n_compounds	cluster_col	inner_strata	outer_strata	uncertainty_scope
cigs_mce	table_8_dataset	observed_direction_agreement_p05	mean_replicate_direction_agreement_p05	0.9636808402552532	0.958942774912994	0.967524248419011	0.004290736753008506	bca	ok	0.95	2000	2000	21426	5222	4065	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_8_dataset	centroid_baseline_direction_agreement_p05	mean_baseline_pair_direction_agreement_p05	0.7901637614834749	0.786275762470006	0.7938947021258873	0.0038094698279406702	bca	ok	0.95	2000	2000	21426	16272	10310	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_8_dataset	delta_vs_centroid_direction_agreement_p05	mean_delta_vs_baseline_pair_direction_agreement_p05	0.15596334635718553	0.15051253961447839	0.16149348704662747	0.005490473716074543	bca	ok	0.95	2000	2000	21426	5222	4065	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_8_dataset	individual_peer_mean_direction_agreement_p05	mean_peer_baseline_direction_agreement_p05	0.5605591911109706	0.5592070828766439	0.5619448799708194	0.0013688985470877713	bca	ok	0.95	2000	2000	21426	5222	4065	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_8_dataset	individual_peer_sd_direction_agreement_p05	mean_peer_baseline_direction_agreement_sd_p05	0.18159864807837847	0.1790266620494546	0.1844093427683424	0.0026913403594438917	bca	ok	0.95	2000	2000	21426	5222	4065	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_8_dataset	individual_peer_fraction_below_observed_direction_agreement_p05	mean_peer_baseline_direction_agreement_fraction_below_observed_p05	0.9168258775305214	0.9105525680973902	0.9223502777484212	0.005898854825515498	bca	ok	0.95	2000	2000	21426	5222	4065	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_8_dataset	individual_peer_corrected_percentile_direction_agreement_p05	mean_peer_baseline_direction_agreement_corrected_percentile_p05	0.9171498728663233	0.9117637456439379	0.9226693263533016	0.005452790354681825	bca	ok	0.95	2000	2000	21426	5222	4065	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_8_dataset	delta_vs_individual_peer_direction_agreement_p05	mean_delta_vs_peer_baseline_direction_agreement_p05	0.4031216491442826	0.3983074401494545	0.40737330751198375	0.004532933681264617	bca	ok	0.95	2000	2000	21426	5222	4065	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_tcm	table_8_dataset	observed_direction_agreement_p05	mean_replicate_direction_agreement_p05	0.994767118085832	0.9907607111732992	0.9973351963447878	0.00328724258574431	bca	ok	0.95	2000	2000	7020	1687	898	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_tcm	table_8_dataset	centroid_baseline_direction_agreement_p05	mean_baseline_pair_direction_agreement_p05	0.6903751110895621	0.6806270412675072	0.7000753013950969	0.009724130063794856	bca	ok	0.95	2000	2000	7020	5198	1783	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_tcm	table_8_dataset	delta_vs_centroid_direction_agreement_p05	mean_delta_vs_baseline_pair_direction_agreement_p05	0.20818023623815288	0.19792275612857851	0.2186970641223557	0.010387153996888596	bca	ok	0.95	2000	2000	7020	1687	898	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_tcm	table_8_dataset	individual_peer_mean_direction_agreement_p05	mean_peer_baseline_direction_agreement_p05	0.5644136985038508	0.56153351181828	0.5672300636159247	0.0028482758988223056	bca	ok	0.95	2000	2000	7020	1687	898	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_tcm	table_8_dataset	individual_peer_sd_direction_agreement_p05	mean_peer_baseline_direction_agreement_sd_p05	0.20754180898441224	0.20091031109677374	0.2141290014913055	0.006609345197265887	bca	ok	0.95	2000	2000	7020	1687	898	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_tcm	table_8_dataset	individual_peer_fraction_below_observed_direction_agreement_p05	mean_peer_baseline_direction_agreement_fraction_below_observed_p05	0.9092001886449181	0.8998058067522869	0.9172175776475314	0.008705885447622241	bca	ok	0.95	2000	2000	7020	1687	898	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_tcm	table_8_dataset	individual_peer_corrected_percentile_direction_agreement_p05	mean_peer_baseline_direction_agreement_corrected_percentile_p05	0.9095535150265216	0.9005952427028636	0.9178785942474332	0.008641675772284807	bca	ok	0.95	2000	2000	7020	1687	898	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_tcm	table_8_dataset	delta_vs_individual_peer_direction_agreement_p05	mean_delta_vs_peer_baseline_direction_agreement_p05	0.4303534195819811	0.42571392612788506	0.43436430751901844	0.004325190695566694	bca	ok	0.95	2000	2000	7020	1687	898	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
dilimap_train_val	table_8_dataset	observed_direction_agreement_p05	mean_replicate_direction_agreement_p05	0.996590704490588	0.9940125771034272	0.997865468713962	0.0019264458052674072	bca	ok	0.95	2000	2000	1184	1000	296	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
dilimap_train_val	table_8_dataset	centroid_baseline_direction_agreement_p05	mean_baseline_pair_direction_agreement_p05	0.7463695274058537	0.7342416228895954	0.757207697063437	0.011483037086920833	bca	ok	0.95	2000	2000	1184	1176	299	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
dilimap_train_val	table_8_dataset	delta_vs_centroid_direction_agreement_p05	mean_delta_vs_baseline_pair_direction_agreement_p05	0.26678847869925115	0.2548608975954822	0.27909072686603886	0.012114914635278334	bca	ok	0.95	2000	2000	1184	995	296	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
dilimap_train_val	table_8_dataset	individual_peer_mean_direction_agreement_p05	mean_peer_baseline_direction_agreement_p05	0.5395080473209043	0.5361522607143462	0.5430542471486507	0.003450993217152254	bca	ok	0.95	2000	2000	1184	995	296	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
dilimap_train_val	table_8_dataset	individual_peer_sd_direction_agreement_p05	mean_peer_baseline_direction_agreement_sd_p05	0.15000393107439924	0.1458984701051069	0.15387837627446363	0.003989953084678366	bca	ok	0.95	2000	2000	1184	995	296	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
dilimap_train_val	table_8_dataset	individual_peer_fraction_below_observed_direction_agreement_p05	mean_peer_baseline_direction_agreement_fraction_below_observed_p05	0.9977113793364616	0.9952853772026812	0.9989091279961978	0.0018118753967583112	bca	ok	0.95	2000	2000	1184	995	296	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
dilimap_train_val	table_8_dataset	individual_peer_corrected_percentile_direction_agreement_p05	mean_peer_baseline_direction_agreement_corrected_percentile_p05	0.9977596252768287	0.9955043665888871	0.9989016928593686	0.0016986631352407522	bca	ok	0.95	2000	2000	1184	995	296	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
dilimap_train_val	table_8_dataset	delta_vs_individual_peer_direction_agreement_p05	mean_delta_vs_peer_baseline_direction_agreement_p05	0.4570655250314454	0.452881575662157	0.4610392829099826	0.004078853623912804	bca	ok	0.95	2000	2000	1184	995	296	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
gdpx2	table_8_dataset	observed_direction_agreement_p05	mean_replicate_direction_agreement_p05	0.995743829710848	0.9923493106698859	0.9976308353053229	0.002640762317718537	bca	ok	0.95	2000	2000	2064	1090	86	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
gdpx2	table_8_dataset	centroid_baseline_direction_agreement_p05	mean_baseline_pair_direction_agreement_p05	0.6868072963869701	0.6703685208974798	0.7014010218561312	0.0155162504793257	bca	ok	0.95	2000	2000	2064	1625	86	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
gdpx2	table_8_dataset	delta_vs_centroid_direction_agreement_p05	mean_delta_vs_baseline_pair_direction_agreement_p05	0.29538328810303727	0.2800962730039027	0.31247841932742726	0.01619107316176227	bca	ok	0.95	2000	2000	2064	1090	86	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
gdpx2	table_8_dataset	individual_peer_mean_direction_agreement_p05	mean_peer_baseline_direction_agreement_p05	0.5409357652493997	0.5362966150240324	0.5462828748168481	0.004993129896407877	bca	ok	0.95	2000	2000	2064	1090	86	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
