dataset_name	summary_level	metric	value_col	mean	ci_low	ci_high	ci_half_width	ci_method	ci_status	ci_level	n_bootstrap_iterations	n_bootstrap_valid	n_rows	n_finite_rows	n_compounds	cluster_col	inner_strata	outer_strata	uncertainty_scope
cigs_mce	table_8_dataset	observed_direction_agreement_p05	mean_replicate_direction_agreement_p05	0.9636808402552532	0.958942774912994	0.967524248419011	0.004290736753008506	bca	ok	0.95	2000	2000	21426	5222	4065	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_8_dataset	centroid_baseline_direction_agreement_p05	mean_baseline_pair_direction_agreement_p05	0.7901637614834749	0.786275762470006	0.7938947021258873	0.0038094698279406702	bca	ok	0.95	2000	2000	21426	16272	10310	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_8_dataset	delta_vs_centroid_direction_agreement_p05	mean_delta_vs_baseline_pair_direction_agreement_p05	0.15596334635718553	0.15051253961447839	0.16149348704662747	0.005490473716074543	bca	ok	0.95	2000	2000	21426	5222	4065	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_8_dataset	individual_peer_mean_direction_agreement_p05	mean_peer_baseline_direction_agreement_p05	0.5605591911109706	0.5592070828766439	0.5619448799708194	0.0013688985470877713	bca	ok	0.95	2000	2000	21426	5222	4065	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_8_dataset	individual_peer_sd_direction_agreement_p05	mean_peer_baseline_direction_agreement_sd_p05	0.18159864807837847	0.1790266620494546	0.1844093427683424	0.0026913403594438917	bca	ok	0.95	2000	2000	21426	5222	4065	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_8_dataset	individual_peer_fraction_below_observed_direction_agreement_p05	mean_peer_baseline_direction_agreement_fraction_below_observed_p05	0.9168258775305214	0.9105525680973902	0.9223502777484212	0.005898854825515498	bca	ok	0.95	2000	2000	21426	5222	4065	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_8_dataset	individual_peer_corrected_percentile_direction_agreement_p05	mean_peer_baseline_direction_agreement_corrected_percentile_p05	0.9171498728663233	0.9117637456439379	0.9226693263533016	0.005452790354681825	bca	ok	0.95	2000	2000	21426	5222	4065	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_mce	table_8_dataset	delta_vs_individual_peer_direction_agreement_p05	mean_delta_vs_peer_baseline_direction_agreement_p05	0.4031216491442826	0.3983074401494545	0.40737330751198375	0.004532933681264617	bca	ok	0.95	2000	2000	21426	5222	4065	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_tcm	table_8_dataset	observed_direction_agreement_p05	mean_replicate_direction_agreement_p05	0.994767118085832	0.9907607111732992	0.9973351963447878	0.00328724258574431	bca	ok	0.95	2000	2000	7020	1687	898	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_tcm	table_8_dataset	centroid_baseline_direction_agreement_p05	mean_baseline_pair_direction_agreement_p05	0.6903751110895621	0.6806270412675072	0.7000753013950969	0.009724130063794856	bca	ok	0.95	2000	2000	7020	5198	1783	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_tcm	table_8_dataset	delta_vs_centroid_direction_agreement_p05	mean_delta_vs_baseline_pair_direction_agreement_p05	0.20818023623815288	0.19792275612857851	0.2186970641223557	0.010387153996888596	bca	ok	0.95	2000	2000	7020	1687	898	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_tcm	table_8_dataset	individual_peer_mean_direction_agreement_p05	mean_peer_baseline_direction_agreement_p05	0.5644136985038508	0.56153351181828	0.5672300636159247	0.0028482758988223056	bca	ok	0.95	2000	2000	7020	1687	898	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_tcm	table_8_dataset	individual_peer_sd_direction_agreement_p05	mean_peer_baseline_direction_agreement_sd_p05	0.20754180898441224	0.20091031109677374	0.2141290014913055	0.006609345197265887	bca	ok	0.95	2000	2000	7020	1687	898	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_tcm	table_8_dataset	individual_peer_fraction_below_observed_direction_agreement_p05	mean_peer_baseline_direction_agreement_fraction_below_observed_p05	0.9092001886449181	0.8998058067522869	0.9172175776475314	0.008705885447622241	bca	ok	0.95	2000	2000	7020	1687	898	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_tcm	table_8_dataset	individual_peer_corrected_percentile_direction_agreement_p05	mean_peer_baseline_direction_agreement_corrected_percentile_p05	0.9095535150265216	0.9005952427028636	0.9178785942474332	0.008641675772284807	bca	ok	0.95	2000	2000	7020	1687	898	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
cigs_tcm	table_8_dataset	delta_vs_individual_peer_direction_agreement_p05	mean_delta_vs_peer_baseline_direction_agreement_p05	0.4303534195819811	0.42571392612788506	0.43436430751901844	0.004325190695566694	bca	ok	0.95	2000	2000	7020	1687	898	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase1	table_8_dataset	observed_direction_agreement_p05	mean_replicate_direction_agreement_p05	0.8676390720098681	0.8513165389168844	0.882075404963745	0.015379433023430311	bca	ok	0.95	2000	2000	2517	1830	265	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase1	table_8_dataset	centroid_baseline_direction_agreement_p05	mean_baseline_pair_direction_agreement_p05	0.648754276063105	0.6389213734347713	0.6583606136703597	0.009719620117794203	bca	ok	0.95	2000	2000	2517	2437	271	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase1	table_8_dataset	delta_vs_centroid_direction_agreement_p05	mean_delta_vs_baseline_pair_direction_agreement_p05	0.19161144072313657	0.17413392283096132	0.2083792130455004	0.017122645107269532	bca	ok	0.95	2000	2000	2517	1773	264	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase1	table_8_dataset	individual_peer_mean_direction_agreement_p05	mean_peer_baseline_direction_agreement_p05	0.5157624326686624	0.5086596731966593	0.5211907663636747	0.006265546583507697	bca	ok	0.95	2000	2000	2517	1773	264	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase1	table_8_dataset	individual_peer_sd_direction_agreement_p05	mean_peer_baseline_direction_agreement_sd_p05	0.12842342394235268	0.12506675113685223	0.13127933653445678	0.0031062926988022765	bca	ok	0.95	2000	2000	2517	1773	264	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase1	table_8_dataset	individual_peer_fraction_below_observed_direction_agreement_p05	mean_peer_baseline_direction_agreement_fraction_below_observed_p05	0.8852224415066698	0.8680327030597808	0.9017978810033483	0.016882588971783796	bca	ok	0.95	2000	2000	2517	1773	264	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase1	table_8_dataset	individual_peer_corrected_percentile_direction_agreement_p05	mean_peer_baseline_direction_agreement_corrected_percentile_p05	0.887177327606534	0.8703566837851349	0.9017300860011107	0.01568670110798792	bca	ok	0.95	2000	2000	2517	1773	264	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase1	table_8_dataset	delta_vs_individual_peer_direction_agreement_p05	mean_delta_vs_peer_baseline_direction_agreement_p05	0.35145883666333655	0.33513985562895154	0.36654815276775005	0.01570414856939925	bca	ok	0.95	2000	2000	2517	1773	264	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase2	table_8_dataset	observed_direction_agreement_p05	mean_replicate_direction_agreement_p05	0.932123028435072	0.9187093889103354	0.9434202135225991	0.012355412306131852	bca	ok	0.95	2000	2000	2729	1871	218	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase2	table_8_dataset	centroid_baseline_direction_agreement_p05	mean_baseline_pair_direction_agreement_p05	0.6301029059837099	0.6212888397875121	0.6405737055161091	0.0096424328642985	bca	ok	0.95	2000	2000	2729	2726	226	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase2	table_8_dataset	delta_vs_centroid_direction_agreement_p05	mean_delta_vs_baseline_pair_direction_agreement_p05	0.2827164321579365	0.26969401329308657	0.2959462811854291	0.013126133946171264	bca	ok	0.95	2000	2000	2729	1868	218	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase2	table_8_dataset	individual_peer_mean_direction_agreement_p05	mean_peer_baseline_direction_agreement_p05	0.483472473875106	0.47749228131300303	0.4896205716598674	0.006064145173432178	bca	ok	0.95	2000	2000	2729	1868	218	pubchem_cid			95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
